athlete_id,school_slug,name_slug,gender,region,tfrrs_url
8924207,Virginia,Will_Daley,m,east,https://www.tfrrs.org/athletes/8924207/Virginia/Will_Daley
8890901,Lipscomb,Max_Hooper,m,east,https://www.tfrrs.org/athletes/8890901/Lipscomb/Max_Hooper
8689176,Villanova,Bailey_Habler,m,east,https://www.tfrrs.org/athletes/8689176/Villanova/Bailey_Habler
9194518,La_Salle,Sean_Cronin,m,east,https://www.tfrrs.org/athletes/9194518/La_Salle/Sean_Cronin
8232309,Wake_Forest,Bryce_Gilmore,m,east,https://www.tfrrs.org/athletes/8232309/Wake_Forest/Bryce_Gilmore
9210722,Virginia_Tech,Samuel_Idiens,m,east,https://www.tfrrs.org/athletes/9210722/Virginia_Tech/Samuel_Idiens
7979984,Virginia,Justin_Wachtel,m,east,https://www.tfrrs.org/athletes/7979984/Virginia/Justin_Wachtel
8236692,Michigan,Riley_Flemington,m,east,https://www.tfrrs.org/athletes/8236692/Michigan/Riley_Flemington
8585461,Wake_Forest,Wes_Shipsey,m,east,https://www.tfrrs.org/athletes/8585461/Wake_Forest/Wes_Shipsey
8653908,Princeton,Brian_Boler,m,east,https://www.tfrrs.org/athletes/8653908/Princeton/Brian_Boler
8246879,Navy,Matthew_Newell,m,east,https://www.tfrrs.org/athletes/8246879/Navy/Matthew_Newell
8270328,George_Washington,Michael__Bohlke,m,east,https://www.tfrrs.org/athletes/8270328/George_Washington/Michael__Bohlke
8023248,North_Florida,Aiden__Arnold,m,east,https://www.tfrrs.org/athletes/8023248/North_Florida/Aiden__Arnold
8916058,Louisville,Geoffrey_Kirwa,m,east,https://www.tfrrs.org/athletes/8916058/Louisville/Geoffrey_Kirwa
9171227,Louisville,Elsingi_Kipruto,m,east,https://www.tfrrs.org/athletes/9171227/Louisville/Elsingi_Kipruto
8717163,Alabama,Dennis_Kipruto,m,east,https://www.tfrrs.org/athletes/8717163/Alabama/Dennis_Kipruto
9250506,Wake_Forest,Aurelien_Radja,m,east,https://www.tfrrs.org/athletes/9250506/Wake_Forest/Aurelien_Radja
8723482,Mississippi,Kidus_Misgina,m,east,https://www.tfrrs.org/athletes/8723482/Mississippi/Kidus_Misgina
9177964,Florida,Kelvin_Cheruiyot,m,east,https://www.tfrrs.org/athletes/9177964/Florida/Kelvin_Cheruiyot
9171955,Georgia,Matias_Reynaga,m,east,https://www.tfrrs.org/athletes/9171955/Georgia/Matias_Reynaga
8936392,Virginia_Tech,Nicholas_Kipchirchir,m,east,https://www.tfrrs.org/athletes/8936392/Virginia_Tech/Nicholas_Kipchirchir
8898427,Alabama,Dismus_Lokira,m,east,https://www.tfrrs.org/athletes/8898427/Alabama/Dismus_Lokira
9169013,Alabama,Nelson_Pariken,m,east,https://www.tfrrs.org/athletes/9169013/Alabama/Nelson_Pariken
9198526,Tennessee,Zouhair_Redouane,m,east,https://www.tfrrs.org/athletes/9198526/Tennessee/Zouhair_Redouane
8893817,Boston_College,Theodor_Schucht,m,east,https://www.tfrrs.org/athletes/8893817/Boston_College/Theodor_Schucht
9198525,Tennessee,Ethan_Edgeworth,m,east,https://www.tfrrs.org/athletes/9198525/Tennessee/Ethan_Edgeworth
9175444,North_Carolina,Tomer_Tarragano,m,east,https://www.tfrrs.org/athletes/9175444/North_Carolina/Tomer_Tarragano
