athlete_id,name,school,gender,pr_600,pr_800,pr_MILE,pr_5K_(XC),pr_6K_(XC),pr_3_MILE_(XC),pr_1500,pr_5000,pr_3000S,pr_8K_(XC),pr_10K_(XC),pr_1000,pr_3000,pr_3K_(XC),pr_60,pr_100,pr_200,pr_300,pr_400,pr_JT,pr_LJ,pr_TJ,"pr_10,000",pr_60H,pr_100H,pr_400H,pr_HJ,pr_SP,pr_PENT,pr_HEP,pr_PV,pr_110H,pr_DT,pr_HT,pr_WT,pr_DEC,pr_5_MILE_(XC),pr_500,pr_5.846K_(XC),pr_5.85K_(XC),pr_600Y,pr_7.8K_(XC),pr_8.057K_(XC),pr_4_MILE_(XC),pr_3.1_MILE_(XC),pr_4.97_MILE_(XC),pr_55,pr_300H,pr_200H,pr_55H,pr_8.53K_(XC),pr_5.2_MILE_(XC),pr_13.1K_(XC),pr_5.31K_(XC),pr_4K_(XC),pr_3.11_MILE_(XC),pr_4.8K_(XC),pr_2000S,pr_7.162K_(XC),pr_4.17K_(XC),pr_3.71_MILE_(XC),pr_3.74_MILE_(XC),pr_8.4K_(XC),pr_3.72_MILE_(XC),pr_3.73_MILE_(XC),pr_8.078K_(XC),pr_5200,pr_7.86K_(XC),pr_5.4K_(XC),pr_5.6K_(XC),pr_4000,pr_1600,pr_3.10728_MILE_(XC),pr_6.3K_(XC),pr_5.868K_(XC),pr_5.5K_(XC),pr_3.12_MILE_(XC),pr_8000,pr_5.926K_(XC),pr_2.49_MILE_(XC),pr_4.66_MILE_(XC),pr_4.66071_MILE_(XC),pr_7K_(XC),pr_8.018K_(XC),pr_3.1068_MILE_(XC),pr_150,pr_40Y,pr_4X100,pr_2.55_MILE_(XC),pr_3.14_MILE_(XC),pr_4.97097_MILE_(XC),pr_5.8K_(XC),pr_4.9_MILE_(XC),pr_8.05K_(XC),pr_3.107_MILE_(XC),pr_2_MILE,pr_3200,pr_4.5_MILE_(XC),pr_5.75K_(XC),pr_4.95_MILE_(XC),pr_2K_(XC),pr_2.5_MILE_(XC),pr_7.08K_(XC),pr_7.2K_(XC),pr_1500S,pr_5.95K_(XC),pr_8.075K_(XC),pr_2_MILE_(XC),pr_4.1K_(XC),pr_2.9_MILE_(XC),pr_4.1_MILE_(XC),pr_6.2_MILE_(XC),pr_7.25K_(XC),pr_800_METERS_(XC),pr_6.2K_(XC),pr_3.10686_MILE_(XC),pr_7.7K_(XC),pr_2000,pr_5.2K_(XC),pr_6.17K_(XC),pr_6.08K_(XC),pr_3.1K_(XC),pr_4.88K_(XC),pr_5.013K_(XC),pr_8.8K_(XC),pr_4.7K_(XC),pr_6.4K_(XC),pr_8.067K_(XC),pr_3.85_MILE_(XC),pr_6.212K_(XC),pr_3.72825_MILE_(XC),pr_8.369K_(XC)
9007518,Jaylee Gandert,SOUTHERN UTAH,f,,,,,,,,,,,,,,,,,,,,"50.57m 165' 11""",,,,,,,,"12.01m 39' 5""",,,,,"40.53m 133' 0""","35.53m 116' 7""","12.96m 42' 6.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226488,Peyton Sommers,PENN STATE,m,,,,,,,,,,,,,,,,,20.84 (3.9),,47.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247130,Hilda Olemomoi,FLORIDA,f,,,4:40.28,16:05.0,18:04.5,,4:14.55,14:52.84,,,,2:51.93,8:45.50,,,,,,,,,,31:51.89,,,,,,,,,,,,,,,,18:56.9,19:40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237299,Jamar Andrews,SACRAMENTO ST.,m,,,,,,,,,,,,,,,,,,,,,"7.10m 23' 3.5""","16.18m (1.8) 53' 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226467,Avery Miller,PENN STATE,f,,2:14.35,,,,,,,,,,,,,,,24.75 (2.1),,,"38.90m 127' 7""","5.23m (-0.9) 17' 2""",,,,14.79 (3.6),,"1.59m 5' 2.5""","11.71m 38' 5""",,5317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047243,Moustafa Alsherif,GEORGIA,,,,,,,,,,,,,,,,,,,,,"80.52m 264' 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8271844,Jackson Tuomey,HIGH POINT,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.36m 17' 7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676146,Hilton Green,OKLAHOMA,m,,,,,,,,,,,,,,,6.84,,,,,,,,,,,,,,,,"5.50m 18' 0.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9399110,Bodey Lutes,OREGON,m,,1:45.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673344,Lydia Stuart,LOUISVILLE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.25m 13' 11.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004271,Mika Funck,INCARNATE WORD,m,,,,,,,4:40.66,,,,,2:49.47,,,7.22,11.29 (-0.4),,,50.71,"64.21m 210' 8""","6.81m (1.6) 22' 4.25""",,,8.46,,,"1.87m 6' 1.5""","14.15m 46' 5.25""",,5292,"4.76m 15' 7.25""",15.01 (1.3),"40.64m 133' 4""",,,7363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7719884,Caleb Snowden,ARKANSAS-PINE BLUFF,,,,,,,,,,,,,,,,7.43,11.32 (0.6),,,,,,,,,,,"2.27m 7' 5.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734303,Emmanuel Ihemeje,OREGON,,,,,,,,,,,,,,,,,,,,,,"7.64m (1.8) 25' 0.75""","17.26m 56' 7.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320103,Sofia Sluchaninova,KANSAS,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.00m 39' 4.5""",,,,,"60.21m 197' 6""",,"17.94m 58' 10.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709050,Joshua Gillis-Harry,HOUSTON CHRISTIAN,m,,,,,,,,,,,,,,,,,,,,,"7.09m 23' 3.25""","15.81m (1.7) 51' 10.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9294339,Destin Drummond,ARIZONA STATE,m,,,,,,,,,,,,,,,,,,,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696191,Danielle Mcgonigle,FIU,f,,2:37.12,,,,,,,,,,,,,,,,,,,"6.04m (2.5) 19' 9.75""","12.97m (1.5) 42' 6.75""",,9.05,,,"1.65m 5' 5""","10.18m 33' 4.75""",3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318185,Toriano Tate,WESTERN ILLINOIS,m,,,,,,,,,,,,,,,7.31,,22.70 (-0.6),,,,"7.60m (0.9) 24' 11.25""","14.56m 47' 9.25""",,,,,"1.80m 5' 10.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995469,Samuel Pavan,STEPHEN F. AUSTIN,m,,,,,,,4:42.78,,,,,2:51.39,,,7.17,10.98 (2.1),,,51.25,"44.53m 146' 1""","7.29m (2.4) 23' 11""",,,8.37,,,"1.93m 6' 4""","14.93m 48' 11.75""",,5485,"4.80m 15' 9""",14.87 (1.1),"48.97m 160' 8""",,,7512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320553,Brady Schultz,MICHIGAN STATE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.18m 7' 1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682097,Aron Alvarez Aranda,TENNESSEE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.71m 202' 5""","57.21m 187' 8""","16.96m 55' 7.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9206747,Sascha Letica,CONNECTICUT,f,,,,17:18.3,20:24.4,,4:21.94,15:48.21,,,,,9:18.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8358324,Deana Davis,UC IRVINE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.67m 192' 6""","17.29m 56' 8.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9273647,Victoria Amiadamen,TEXAS STATE,f,,,,,,,,,,,,,,,,,,,56.55,,,,,,,58.57,,,,,,,,,,,,,,,1:23.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693686,Lexi Maples,NORTH DAKOTA STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.79m 41' 11.5""",,,,,,"64.97m 213' 2""","18.96m 62' 2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003672,Troy Williams,NORTH FLORIDA,m,,,,,,,,,,35:06.0,,,,,,,22.36 (-0.5),,48.97,,,,,8.75,,51.36,,,,,,15.76 (4.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268908,Bongumusa Nkosi,KANSAS STATE,m,,1:59.05,,,,,,,,,,,,,6.87,10.45 (2.9),20.67 (0.7),34.47,45.29,,"7.65m (3.0) 25' 1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8664747,Elizabeth Ndudi,ILLINOIS,f,,,,,,,,,,,,,,,7.46,11.71 (2.2),,,,,"6.68m (1.9) 21' 11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8235126,Nicholas Plant,VIRGINIA TECH,m,1:18.40,1:45.90,3:54.75,,18:05.6,,3:36.60,,,24:34.3,,2:17.80,8:13.80,,,,,,48.97,,,,,,,,,,,,,,,,,,,,,,,23:56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7511395,Talie Bonds,ARIZONA,,,2:36.50,,,,,,,,,,,,,,,24.09 (0.1),,,,"5.40m 17' 8.75""",,,8.01,12.65 (1.2),,"1.83m 6' 0""","10.76m 35' 3.75""",3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982713,Ambodai Ligons,WASHINGTON,m,1:16.48,,,,,,,,,,,,,,,,,,47.01,,,,,,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8990942,Peace Nwaelehia,TEXAS A&M,f,,,,,,,,,,,,,,,,,23.46 (1.6),38.65,52.11,,,,,,,,,,,,,,,,,,,,,,1:22.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267868,Laila Campbell,OHIO STATE,f,,,,,,,,,,,,,,,7.40,11.21 (3.8),22.53 (6.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591928,Billy Carlton,GEORGIA TECH,m,,1:54.81,4:02.98,,,,3:46.66,,8:36.97,24:33.5,,,8:09.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:47.1,19:44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978625,Colm Matheney,DUQUESNE,m,,,,,,,4:53.17,,,,,2:57.30,,,7.48,11.32 (1.2),23.21,,50.57,"50.76m 166' 6""","6.55m (1.0) 21' 6""",,,8.65,,,"1.84m 6' 0.5""","12.46m 40' 10.5""",,4325,"4.15m 13' 7.25""",15.54 (2.0),"39.82m 130' 8""",,,6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611981,Parker Brannon,BAYLOR,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.26m 17' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260704,Lilou Lapeyrie,UCF,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.75m 5' 8.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791361,Abby Nichols,COLORADO,,,2:09.59,,,19:37.6,,4:14.82,15:15.95,,,,,,,,,,,,,,,32:27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7546521,Randon Gray,UT-ARLINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.40m 17' 8.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975590,Sondre Guttormsen,PRINCETON,,,,,,,,,,,,,,,,6.98,,,,,,,,,8.39,,,,,,,"6.00m 19' 8.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022254,Johnnie Blockburger,USC,,,,,,,,,,,,,,,,6.83,10.28 (2.0),20.19 (2.2),32.68,44.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233288,Izzy Roemer,MINNESOTA,f,,2:20.24,4:48.12,18:21.1,20:10.5,,4:24.16,15:51.31,,,,,9:18.83,,,,,,,,,,33:49.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262386,Karina Cooper,UTAH STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.13m 13' 6.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617013,Smilla Kolbe,NORTH FLORIDA,,,1:59.02,4:37.34,16:23.0,,,4:13.77,,,,,,,,,,,,53.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689858,Mary Cate Doughty,OLE MISS,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.23m 13' 10.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276694,Jasmine Trott,BRYANT,f,,,4:57.33,17:02.6,20:13.7,,4:42.02,16:15.54,,,,,9:27.15,,,,,,,,,,33:35.17,,,,,,,,,,,,,,,,,,,,,,17:54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175945,Jordyn Grady,EASTERN WASHINGTON,f,,,,,,,,,,,,,,,7.55,11.52 (3.7),24.35 (1.8),,55.13,,,,,8.37,13.82 (-0.5),58.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706130,Ricardo Hayles,KANSAS STATE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.29m 56' 8.75""",,,,,"60.83m 199' 7""","39.92m 131' 0""","18.67m 61' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681091,Tatum Richards,MONTANA STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.25m 13' 11.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592312,Marian Drazan,DELAWARE STATE,m,,1:54.81,4:09.23,,,,3:49.28,14:30.23,8:43.97,,,2:30.18,8:21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267887,Charmar Smith,OHIO STATE,m,1:18.68,,,,,,,,,,,,,,,,,,,,,,,,,51.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8894675,Jamie Phillips,BRADLEY,m,1:17.88,1:45.61,4:05.25,,,,3:47.81,,,26:19.4,,,,,,,,,48.38,,,,,,,,,,,,,,,,,,,,,,,,,,,26:35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716130,Will Lawrence,LSU,,,,,,,,,,,,,,,,,,,,,"74.79m 245' 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732042,Talitha Diggs,FLORIDA,,,,,,,,,,,,,,,,7.14,10.92 (4.1),22.43 (3.2),36.12,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8074967,Anass Essayi,SOUTH CAROLINA,,,1:46.06,3:50.46,,,,3:36.35,13:34.92,,,,,7:39.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7726451,Charlotte Dannatt,GEORGETOWN,,,,,,,,4:36.55,16:21.09,,,,,,,,,,,,,,,33:26.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8267986,Marianne Barber,BYU,f,,,,,,,,,,,,,,,7.62,11.74 (0.4),23.43 (1.2),38.63,53.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364031,Jaiya Covington,TEXAS A&M,f,,,,,,,,,,,,,,,7.54,11.78 (4.2),25.26,,,,,,,7.90,12.77 (3.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584946,Jamara Patterson,LOUISIANA TECH,f,1:32.96,,,,,,,,,,,,,,,,24.04,39.51,51.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703918,Brianna Rodriguez,UCF,f,,,,,,,,,,,,,,,,,,,56.05,,,,,8.69,,58.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672390,Audrey Kozak,CONNECTICUT,f,,2:17.33,,,,,,,,,,,,,7.84,12.14 (1.0),24.24 (2.3),,,"27.73m 91' 0""","5.69m (-0.7) 18' 8""",,,8.90,14.49 (-0.3),,"1.67m 5' 5.75""","9.50m 31' 2""",3716,5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245276,Jamir Brown,SYRACUSE,m,,,,,,,,,,,,,,,,,,,,,,,,7.56,,,,,,,,13.25 (0.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7980315,Cydney Wright,TENNESSEE,f,,,,,,,,,,,,,,,7.53,11.47 (0.2),22.94 (3.0),36.96,50.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251720,De'Kayla Simpson,MISS STATE,f,,,,,,,,,,,,,,,,,23.66 (2.3),,52.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230762,Aiden Neal,NORTH CAROLINA,m,,1:48.99,3:56.01,14:58.2,17:58.2,,3:38.10,14:04.95,,24:54.9,,2:22.27,7:59.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013664,Samuel Warriner,SOUTH ALABAMA,m,,,,,,,4:35.89,,,,,2:49.58,,,7.14,10.94 (1.3),,,48.86,"48.05m 157' 8""","7.14m (+0.0) 23' 5.25""",,,8.15,,,"2.01m 6' 7""","13.29m 43' 7.25""",,5536,"4.43m 14' 6.25""",14.38 (1.0),"37.98m 124' 7""",,,7366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
